,pl_name,hostname,tic_id,gaia_id,sy_snum,sy_pnum,sy_mnum,soltype,pl_controv_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,has_two_min
3239,K2-169 b,K2-169,TIC 12770870,Gaia DR2 2599322178998513664,1,1,0,Published Confirmed,0,6.380803,0.000778,-0.000699,0.0,,,,,1.273,0.107,-0.077,0.0,0.114,0.01,-0.006999999999999999,0.0,,,,,,,,,,,,,,,,,0.92,0.05,-0.03,0.0,0.99,0.03,-0.03,0.0,4.56,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h28m10.62s,337.0442461,-14d35m57.62s,-14.599337599999998,235.867,4.698,-4.522,11.5022,0.0061,-0.0061,False
3242,K2-17 b,K2-17,TIC 291090078,Gaia DR2 3899064464855774592,1,1,0,Published Confirmed,0,17.969079,0.001383,-0.001399,0.0,,,,,1.9480000000000002,0.207,-0.136,0.0,0.174,0.018000000000000002,-0.012,0.0,,,,,,,,,,,,,,,,,0.6,0.02,-0.02,0.0,0.62,0.02,-0.02,0.0,4.71,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h53m19.12s,178.3296746,+06d24m44.34s,6.4123178,125.106,0.663,-0.657,12.2066,0.0062,-0.0062,False
3248,K2-170 b,K2-170,TIC 188509935,Gaia DR2 2599451994385832448,1,2,0,Published Candidate,0,7.5734,0.0014,-0.0012,0.0,,,,,1.62,0.12,-0.23,0.0,0.145,0.011000000000000001,-0.021,0.0,,,,,,,,,,,,,,,,,1.08,0.02,-0.01,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h21m48.17s,335.4506923,-14d35m36.08s,-14.5933554,392.872,6.502,-6.298,12.0676,0.0068,-0.0068,False
3254,K2-171 b,K2-171,TIC 206241306,Gaia DR2 2612301329648852224,1,1,0,Published Candidate,0,5.6315915,,,0.0,,,,,1.23,,,0.0,0.11,,,0.0,,,,,,,,,,,,,,,,,0.77,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h09m21.79s,332.3407712,-13d25m43.90s,-13.428862400000002,606.128,18.747,-17.673,11.8767,0.0074,-0.0074,False
3257,K2-172 b,K2-172,TIC 188507501,Gaia DR2 2602237602799035008,1,2,0,Published Candidate,0,14.3181,0.0017,-0.0016,0.0,,,,,1.69,0.24,-0.28,0.0,0.151,0.021,-0.025,0.0,,,,,,,,,,,,,,,,,0.82,0.1,-0.06,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,22h21m13.95s,335.3081368,-12d33m25.13s,-12.5569819,249.742,2.942,-2.876,11.792,0.0061,-0.0061,False
3264,K2-173 b,K2-173,TIC 242993844,Gaia DR2 39404267653786624,1,1,0,Published Confirmed,0,5.868699,0.000446,-0.000408,0.0,,,,,1.608,0.16,-0.105,0.0,0.14300000000000002,0.013999999999999999,-0.009000000000000001,0.0,,,,,,,,,,,,,,,,,0.84,0.06,-0.04,0.0,0.88,0.03,-0.04,0.0,4.52,0.12,-0.12,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h01m30.06s,60.3752402,+15d37m30.47s,15.625129600000001,228.641,1.956,-1.923,11.6182,0.0061,-0.0061,False
3266,K2-174 b,K2-174,TIC 243014114,Gaia DR2 46217666333148416,1,1,0,Published Candidate,0,19.564,0.0014,-0.0014,0.0,,,,,2.59,0.23,-0.23,0.0,0.231,0.021,-0.021,0.0,,,,,,,,,,,,,,,,,0.67,0.05,-0.05,0.0,,,,,4.64,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h03m10.31s,60.792972899999995,+16d20m49.80s,16.347166,99.9293,0.3607,-0.3581,11.2723,0.006,-0.006,False
3272,K2-175 b,K2-175,TIC 435279748,Gaia DR2 55077599749605504,1,1,0,Published Confirmed,0,9.525988,0.001241,-0.00128,0.0,,,,,2.0380000000000003,0.355,-0.271,0.0,0.182,0.032,-0.024,0.0,,,,,,,,,,,,,,,,,1.42,0.21,-0.17,0.0,1.09,0.06,-0.04,0.0,4.11,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h30m00.85s,52.5035514,+17d35m02.79s,17.5841081,247.266,2.805,-2.744,10.1814,0.006,-0.006,False
3273,K2-176 b,K2-176,TIC 440724456,Gaia DR2 49842515651843200,1,1,0,Published Confirmed,0,5.329439,0.00061,-0.000709,0.0,,,,,1.4909999999999999,0.12300000000000001,-0.09300000000000001,0.0,0.133,0.011000000000000001,-0.008,0.0,,,,,,,,,,,,,,,,,0.86,0.03,-0.02,0.0,0.94,0.02,-0.02,0.0,4.63,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h53m04.60s,58.269179599999994,+17d54m25.01s,17.9069486,247.302,3.676,-3.572,12.0651,0.0061,-0.0061,False
3275,K2-177 b,K2-177,TIC 114031109,Gaia DR2 63416845689590400,1,1,0,Published Confirmed,0,14.155185,0.00315,-0.002965,0.0,,,,,2.116,0.28300000000000003,-0.159,0.0,0.18899999999999997,0.025,-0.013999999999999999,0.0,,,,,,,,,,,,,,,,,1.21,0.09,-0.06,0.0,1.21,0.03,-0.04,0.0,4.38,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m55.11s,55.229615599999995,+20d44m09.92s,20.7360891,492.167,12.88,-12.25,11.8427,0.0115,-0.0115,False
3276,K2-178 b,K2-178,TIC 26078330,Gaia DR2 61624573016925824,1,1,0,Published Confirmed,0,8.747818,0.000363,-0.000358,0.0,,,,,3.5580000000000003,0.204,-0.138,0.0,0.317,0.018000000000000002,-0.012,0.0,,,,,,,,,,,,,,,,,0.89,0.04,-0.03,0.0,0.95,0.02,-0.03,0.0,4.55,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h31m33.32s,52.8888524,+22d26m05.35s,22.4348186,214.753,1.838,-1.808,11.584,0.0062,-0.0062,False
3278,K2-179 b,K2-179,TIC 14078624,Gaia DR2 65797082206292224,1,1,0,Published Candidate,0,5.17222,0.00014,-0.00013,0.0,,,,,2.12,0.1,-0.17,0.0,0.18899999999999997,0.009000000000000001,-0.015,0.0,,,,,,,,,,,,,,,,,0.64,0.01,-0.02,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h55m11.23s,58.796787800000004,+23d45m24.31s,23.756752399999996,190.81,2.126,-2.08,12.0556,0.0061,-0.0061,False
3281,K2-18 b,K2-18,TIC 388804061,Gaia DR2 3910747531814692736,1,2,0,Published Confirmed,0,32.9418,0.0021,-0.0021,0.0,0.1506,0.0084,-0.0084,0.0,2.28,0.36,-0.36,0.0,0.203,0.032,-0.032,0.0,,,,,,,,,,,,,,,,,0.4,0.06,-0.06,0.0,0.42,0.07,-0.07,0.0,4.86,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h30m14.43s,172.560141,+07d35m16.19s,7.5878315,38.0266,0.07955,-0.07955,11.2373,0.007369800000000001,-0.007369800000000001,False
3291,K2-180 b,K2-180,TIC 366411016,Gaia DR2 600750922666388992,1,1,0,Published Candidate,0,8.867259,0.00117,-0.001599,0.0,,,,,4.4,5.9,-2.0,0.0,0.39,0.53,-0.18,0.0,,,,,,,,,,,,,,,,,0.65,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h25m51.45s,126.46435790000001,+10d14m47.68s,10.246577,203.896,1.742,-1.712,11.8964,0.006,-0.006,False
3298,K2-181 b,K2-181,TIC 366528389,Gaia DR2 600874445926411264,1,1,0,Published Candidate,0,6.89424037,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.06,0.05,-0.07,0.0,0.98,0.13,-0.12,0.0,4.38,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h30m12.99s,127.55411029999999,+10d54m36.52s,10.9101444,360.911,5.351,-5.201,12.0873,0.006,-0.006,False
3304,K2-182 b,K2-182,TIC 366631954,Gaia DR2 601480723509077632,1,1,0,Published Candidate,0,4.736834,8.2e-05,-8.4e-05,0.0,,,,,2.9,0.2,-0.1,0.0,0.26,0.02,-0.01,0.0,,,,,,,,,,,,,,,,,0.82,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m43.21s,130.180046,+10d58m58.62s,10.9829509,154.83,1.256,-1.236,11.1704,0.0061,-0.0061,False
3312,K2-183 b,K2-183,TIC 60256211,Gaia DR2 652007410271734912,1,3,0,Published Confirmed,0,0.469269,2.6e-05,-2.4e-05,0.0,,,,,2.5989999999999998,25.513,-1.391,0.0,0.23199999999999998,2.276,-0.124,0.0,,,,,,,,,,,,,,,,,0.87,0.04,-0.02,0.0,0.94,0.02,-0.02,0.0,4.6,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h20m01.72s,125.007177,+14d01m10.05s,14.019458600000002,329.041,4.293,-4.185,12.1741,0.0068,-0.0068,False
3327,K2-184 b,K2-184,TIC 21244210,Gaia DR2 651522834880015872,1,1,0,Published Confirmed,0,16.9780102,2.37e-05,-2.42e-05,0.0,0.1685,0.0155,-0.0409,0.0,1.47,0.11,-0.05,0.0,0.131,0.01,-0.004,0.0,,,,,,,,,,,,,533.0,10.0,-23.0,0.0,0.75,0.01,-0.01,0.0,0.84,0.01,-0.01,0.0,4.62,0.0,0.0,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h36m33.73s,129.1405227,+14d27m42.78s,14.461882600000001,75.5857,0.3346,-0.3318,9.6071,0.006,-0.006,False
3334,K2-185 b,K2-185,TIC 337607207,Gaia DR2 609508120464763264,1,2,0,Published Confirmed,0,10.616646,0.001632,-0.001801,0.0,,,,,1.3130000000000002,0.22,-0.11599999999999999,0.0,0.11699999999999999,0.02,-0.01,0.0,,,,,,,,,,,,,,,,,0.91,0.04,-0.03,0.0,0.98,0.03,-0.03,0.0,4.58,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m02.32s,130.2596625,+14d41m24.80s,14.6902225,268.357,3.298,-3.22,11.6325,0.006,-0.006,False
3340,K2-186 b,K2-186,TIC 203228393,Gaia DR2 612404474610535936,1,1,0,Published Confirmed,0,41.474219,0.003288,-0.004316,0.0,,,,,3.1719999999999997,0.264,-0.163,0.0,0.28300000000000003,0.024,-0.015,0.0,,,,,,,,,,,,,,,,,0.98,0.08,-0.04,0.0,1.02,0.02,-0.03,0.0,4.45,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h01m20.41s,135.3350487,+18d49m31.04s,18.8252879,330.739,5.444,-5.274,11.7386,0.0064,-0.0064,False
3342,K2-187 b,K2-187,TIC 332024125,Gaia DR2 689268759823937280,1,4,0,Published Confirmed,0,0.77401,8.3e-05,-8.3e-05,0.0,,,,,1.2,0.2,-0.2,0.0,0.107,0.018000000000000002,-0.018000000000000002,0.0,,,,,,,,,,,,,,,,,0.83,0.11,-0.11,0.0,,,,,4.6,0.08,-0.08,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h50m05.65s,132.5235618,+23d11m32.90s,23.192470899999996,330.916,5.727,-5.539,12.3562,0.0069,-0.0069,False
3363,K2-188 b,K2-188,TIC 175236511,Gaia DR2 666195851913506816,1,2,0,Published Confirmed,0,1.742169,0.000457,-0.000365,0.0,0.0289,0.0003,-0.0003,0.0,1.35,0.11,-0.11,0.0,0.12,0.01,-0.01,0.0,,,,,,,,,,,,,1692.0,33.0,-32.0,0.0,1.19,0.03,-0.03,0.0,1.06,0.03,-0.03,0.0,4.31,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h39m15.29s,129.8137008,+23d21m26.77s,23.3574367,446.821,8.707,-8.385,12.0789,0.0069,-0.0069,False
3371,K2-189 b,K2-189,TIC 422349881,Gaia DR2 3606343094804432128,1,2,0,Published Confirmed,0,2.588309,0.000221,-0.000207,0.0,0.0361,0.0004,-0.0004,0.0,1.52,0.09,-0.09,0.0,0.136,0.008,-0.008,0.0,,,,,,,,,,,,,1197.0,18.0,-18.0,0.0,0.87,0.01,-0.01,0.0,0.94,0.03,-0.03,0.0,4.53,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h34m29.15s,203.6214411,-15d02m11.46s,-15.0365158,242.113,1.94,-1.91,11.7537,0.006,-0.006,False
3380,K2-19 b,K2-19,TIC 281885301,Gaia DR2 3798833775141351552,1,3,0,Published Confirmed,0,7.921101,6.9e-05,-6.9e-05,0.0,0.0762,0.0022,-0.0022,0.0,7.46,0.76,-0.76,0.0,0.6659999999999999,0.068,-0.068,0.0,44.0,12.0,-12.0,0.0,0.13844,0.03776,-0.03776,0.0,0.119,0.082,-0.035,0.0,,,,,0.91,0.09,-0.09,0.0,0.95,0.08,-0.08,0.0,4.49,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h39m50.46s,174.9602543,+00d36m12.95s,0.603596,289.827,5.68,-5.469,12.3049,0.0068,-0.0068,False
3411,K2-190 b,K2-190,TIC 392469577,Gaia DR2 3607243530404017280,1,2,0,Published Candidate,0,10.1016,0.0018,-0.0015,0.0,,,,,0.91,0.21,-0.13,0.0,0.081,0.019,-0.012,0.0,,,,,,,,,,,,,,,,,1.0,0.23,-0.04,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h41m27.13s,205.36304850000002,-13d09m39.13s,-13.160868599999999,160.679,1.15,-1.135,10.4878,0.0061,-0.0061,False
3415,K2-191 b,K2-191,TIC 335102224,Gaia DR2 3610048418926172032,1,1,0,Published Candidate,0,2.85794855,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.89,0.06,-0.06,0.0,0.83,0.12,-0.08,0.0,4.46,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h26m33.39s,201.63914069999998,-12d48m24.03s,-12.8066737,287.188,2.387,-2.348,12.4159,0.0061,-0.0061,False
3419,K2-192 b,K2-192,TIC 187273811,Gaia DR2 3613467311677116160,1,1,0,Published Candidate,0,4.16328,0.00016,-0.00016,0.0,,,,,1.47,0.23,-0.25,0.0,0.131,0.021,-0.022000000000000002,0.0,,,,,,,,,,,,,,,,,0.79,0.11,-0.06,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h46m19.75s,206.5823122,-11d33m22.87s,-11.556352699999998,221.753,1.818,-1.788,11.898,0.0064,-0.0064,False
3423,K2-193 b,K2-193,TIC 741596,Gaia DR2 3616526878875985536,1,1,0,Published Confirmed,0,14.787207,0.00043,-0.000467,0.0,,,,,4.015,0.342,-0.20600000000000002,0.0,0.358,0.031,-0.018000000000000002,0.0,,,,,,,,,,,,,,,,,0.96,0.07,-0.04,0.0,0.99,0.03,-0.03,0.0,4.46,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h40m56.91s,205.2371043,-11d00m33.60s,-11.0093342,411.923,3.646,-3.583,12.5994,0.0061,-0.0061,False
3428,K2-194 b,K2-194,TIC 706595,Gaia DR2 3618361345307363584,1,1,0,Published Candidate,0,39.699,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.31,0.08,-0.07,0.0,1.2,0.19,-0.16,0.0,4.28,0.08,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h38m26.15s,204.60897549999999,-08d55m37.78s,-8.9271609,629.51,18.604,-17.584,12.4533,0.0078,-0.0078,False
3431,K2-195 b,K2-195,TIC 178941218,Gaia DR2 3624969886932157568,1,2,0,Published Candidate,0,15.85388,0.00066,-0.00067,0.0,,,,,3.29,0.16,-0.4,0.0,0.294,0.013999999999999999,-0.04,0.0,,,,,,,,,,,,,,,,,0.95,0.02,-0.07,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h19m19.56s,199.83151909999998,-08d30m34.33s,-8.5095364,315.014,4.204,-4.096,11.8767,0.0081,-0.0081,False
3438,K2-196 b,K2-196,TIC 178954837,Gaia DR2 3625009164407557760,1,1,0,Published Confirmed,0,48.324222,0.008457,-0.008716,0.0,,,,,3.6,0.603,-0.503,0.0,0.321,0.054000000000000006,-0.045,0.0,,,,,,,,,,,,,,,,,1.54,0.23,-0.19,0.0,1.16,0.07,-0.05,0.0,4.08,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h21m49.50s,200.4562487,-08d28m18.16s,-8.471710400000001,584.877,22.597,-21.003,11.5279,0.0098,-0.0098,False
3439,K2-197 b,K2-197,TIC 179032688,Gaia DR2 3630460126445437440,1,1,0,Published Candidate,0,8.35470947,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.92,0.05,-0.05,0.0,1.0,0.13,-0.11,0.0,4.51,0.09,-0.07,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m34.43s,202.39347790000002,-07d22m26.32s,-7.373977900000001,247.637,2.393,-2.349,11.5275,0.0061,-0.0061,False
3444,K2-198 b,K2-198,TIC 135043332,Gaia DR2 3628687065162340224,1,3,0,Published Confirmed,0,17.043179,0.000322,-0.000306,0.0,,,,,4.119,0.255,-0.174,0.0,0.36700000000000005,0.023,-0.015,0.0,,,,,,,,,,,,,,,,,0.78,0.03,-0.02,0.0,0.84,0.03,-0.03,0.0,4.63,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h15m22.48s,198.8436817,-06d27m53.96s,-6.4649887999999995,110.567,0.874,-0.86,10.4556,0.0065,-0.0065,False
3453,K2-199 b,K2-199,TIC 2621212,Gaia DR2 3620501712193719296,1,2,0,Published Confirmed,0,3.225423,6.7e-05,-7.1e-05,0.0,,,,,1.882,0.187,-0.08800000000000001,0.0,0.168,0.017,-0.008,0.0,,,,,,,,,,,,,,,,,0.67,0.02,-0.02,0.0,0.71,0.02,-0.02,0.0,4.69,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h55m36.35s,208.90145080000002,-06d08m09.90s,-6.1360833,107.518,0.602,-0.596,11.2309,0.0061,-0.0061,False
3465,K2-200 b,K2-200,TIC 115072772,Gaia DR2 3635174042031610496,1,1,0,Published Confirmed,0,2.849883,0.000188,-0.00018,0.0,,,,,1.364,0.14300000000000002,-0.105,0.0,0.122,0.013000000000000001,-0.009000000000000001,0.0,,,,,,,,,,,,,,,,,0.79,0.02,-0.02,0.0,0.86,0.02,-0.03,0.0,4.71,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h29m00.29s,202.251206,-04d36m36.19s,-4.6100532,184.131,1.875,-1.839,11.6759,0.0061,-0.0061,False
3468,K2-201 b,K2-201,TIC 125060509,Gaia DR2 6771370981322320128,1,2,0,Published Confirmed,0,1.05979,4.3e-05,-4.4e-05,0.0,,,,,1.4,0.135,-0.077,0.0,0.125,0.012,-0.006999999999999999,0.0,,,,,,,,,,,,,,,,,0.88,0.03,-0.02,0.0,0.96,0.02,-0.02,0.0,4.68,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h34m14.57s,293.5607117,-23d07m52.60s,-23.1312775,197.932,1.675,-1.647,11.4107,0.0063,-0.0063,False
3472,K2-202 b,K2-202,TIC 441907126,Gaia DR2 4078733014274957184,1,1,0,Published Confirmed,0,3.405164,0.000126,-0.000121,0.0,,,,,2.302,0.184,-0.129,0.0,0.205,0.016,-0.012,0.0,,,,,,,,,,,,,,,,,0.91,0.05,-0.03,0.0,0.97,0.03,-0.03,0.0,4.55,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h53m03.44s,283.2643203,-22d24m25.40s,-22.4070553,300.397,2.651,-2.606,12.4419,0.0062,-0.0062,False
3474,K2-203 b,K2-203,TIC 333605244,Gaia DR2 2535901287452166400,1,1,0,Published Candidate,0,9.6897,0.0017,-0.0014,0.0,,,,,1.37,0.13,-0.26,0.0,0.122,0.012,-0.023,0.0,,,,,,,,,,,,,,,,,0.78,0.05,-0.03,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h51m05.69s,12.7736909,-01d11m45.18s,-1.1958844,166.147,1.572,-1.543,11.5474,0.006,-0.006,False
3476,K2-204 b,K2-204,TIC 248351386,Gaia DR2 2533185974768028032,1,1,0,Published Candidate,0,7.05647,0.00045,-0.00048,0.0,,,,,2.76,0.34,-0.57,0.0,0.24600000000000002,0.03,-0.051,0.0,,,,,,,,,,,,,,,,,1.09,0.13,-0.22,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h09m31.80s,17.382506699999997,-00d31m03.91s,-0.5177539000000001,577.235,17.823,-16.805,12.4611,0.0063,-0.0063,False
3478,K2-205 b,K2-205,TIC 344661825,Gaia DR2 2536584771367726336,1,1,0,Published Confirmed,0,26.672263,0.00416,-0.003676,0.0,,,,,1.996,0.27,-0.231,0.0,0.17800000000000002,0.024,-0.021,0.0,,,,,,,,,,,,,,,,,1.08,0.13,-0.11,0.0,0.95,0.04,-0.04,0.0,4.25,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h00m52.22s,15.217590900000001,+00d25m33.48s,0.425966,405.301,9.162,-8.773,11.8374,0.0072,-0.0072,False
3480,K2-206 b,K2-206,TIC 257392778,Gaia DR2 2549096011101118080,1,1,0,Published Confirmed,0,18.294549,0.001728,-0.001599,0.0,,,,,2.795,0.223,-0.155,0.0,0.249,0.02,-0.013999999999999999,0.0,,,,,,,,,,,,,,,,,0.76,0.03,-0.03,0.0,0.79,0.03,-0.03,0.0,4.46,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h45m01.54s,11.2564264,+00d35m35.47s,0.5931866,244.443,3.114,-3.039,12.2619,0.0076,-0.0076,False
3481,K2-207 b,K2-207,TIC 257571543,Gaia DR2 2549087623029238400,1,1,0,Published Confirmed,0,12.48749,0.001208,-0.001162,0.0,,,,,2.6060000000000003,0.37,-0.209,0.0,0.23199999999999998,0.033,-0.019,0.0,,,,,,,,,,,,,,,,,0.93,0.09,-0.05,0.0,0.94,0.03,-0.03,0.0,4.41,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h46m47.92s,11.6996481,+00d38m26.23s,0.6406182,363.064,5.626,-5.46,12.4815,0.007,-0.007,False
3483,K2-208 b,K2-208,TIC 399722652,Gaia DR2 2534388703049641472,1,1,0,Published Candidate,0,4.19121,0.00027,-0.00027,0.0,,,,,1.75,0.4,-0.49,0.0,0.156,0.04,-0.044000000000000004,0.0,,,,,,,,,,,,,,,,,0.89,0.19,-0.05,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h23m06.96s,20.778980899999997,+00d53m20.43s,0.8890075999999999,256.887,3.221,-3.144,11.8333,0.0064,-0.0064,False
